policy,n_pickers,speed_m_per_min,congestion,batch_size,time_threshold_min,sku_popularity,seed,orders_total,makespan_min,throughput_per_hour,avg_wait_min,util_avg,util_max
Batching_Size,1,60.0,light,5,0.0,concentrada,7,148,176.87105515850612,50.20606674190998,0.0,0.09837675239968846,0.09837675239968846
Batching_Size,1,60.0,light,10,0.0,concentrada,7,148,171.80220853806628,51.68734485757472,0.0,0.07042982801538897,0.07042982801538897
Batching_Size,2,60.0,off,5,0.0,concentrada,7,148,176.87105515850612,50.20606674190998,0.0,0.04918837619984423,0.09837675239968846
Batching_Size,2,60.0,off,10,0.0,concentrada,7,148,171.80220853806628,51.68734485757472,0.0,0.035214914007694484,0.07042982801538897
Batching_Size,2,60.0,light,5,0.0,concentrada,7,148,176.87105515850612,50.20606674190998,0.0,0.04918837619984423,0.09837675239968846
Batching_Size,2,60.0,light,10,0.0,concentrada,7,148,171.80220853806628,51.68734485757472,0.0,0.035214914007694484,0.07042982801538897
Batching_Size,3,60.0,off,5,0.0,concentrada,7,148,176.87105515850612,50.20606674190998,0.0,0.03279225079989615,0.09837675239968846
Batching_Size,3,60.0,off,10,0.0,concentrada,7,148,171.80220853806628,51.68734485757472,0.0,0.02347660933846299,0.07042982801538897
Batching_Size,3,60.0,light,5,0.0,concentrada,7,148,176.87105515850612,50.20606674190998,0.0,0.03279225079989615,0.09837675239968846
Batching_Size,3,60.0,light,10,0.0,concentrada,7,148,171.80220853806628,51.68734485757472,0.0,0.02347660933846299,0.07042982801538897
Batching_Time,1,60.0,off,0,1.0,concentrada,7,148,179.39005101819066,49.50107293909819,0.0,0.1423341661837433,0.1423341661837433
Batching_Time,1,60.0,off,0,2.0,concentrada,7,148,179.39005101819066,49.50107293909819,0.0,0.11929312622710597,0.11929312622710597
Batching_Time,1,60.0,light,0,1.0,concentrada,7,148,179.39005101819066,49.50107293909819,0.0,0.1423341661837433,0.1423341661837433
Batching_Time,1,60.0,light,0,2.0,concentrada,7,148,179.39005101819066,49.50107293909819,0.0,0.11929312622710597,0.11929312622710597
Batching_Time,2,60.0,off,0,1.0,concentrada,7,148,179.39005101819066,49.50107293909819,0.0,0.07116708309187166,0.1423341661837433
Batching_Time,2,60.0,off,0,2.0,concentrada,7,148,179.39005101819066,49.50107293909819,0.0,0.059646563113552986,0.11929312622710597
Batching_Time,2,60.0,light,0,1.0,concentrada,7,148,179.39005101819066,49.50107293909819,0.0,0.07116708309187166,0.1423341661837433
Batching_Time,2,60.0,light,0,2.0,concentrada,7,148,179.39005101819066,49.50107293909819,0.0,0.059646563113552986,0.11929312622710597
Batching_Time,3,60.0,off,0,1.0,concentrada,7,148,179.39005101819066,49.50107293909819,0.0,0.04744472206124777,0.1423341661837433
Batching_Time,3,60.0,off,0,2.0,concentrada,7,148,179.39005101819066,49.50107293909819,0.0,0.039764375409035324,0.11929312622710597
Batching_Time,3,60.0,light,0,1.0,concentrada,7,148,179.39005101819066,49.50107293909819,0.0,0.04744472206124777,0.1423341661837433
Batching_Time,3,60.0,light,0,2.0,concentrada,7,148,179.39005101819066,49.50107293909819,0.0,0.039764375409035324,0.11929312622710597
Secuencial_FCFS,1,60.0,off,0,0.0,uniforme,11,127,180,42.333333333333336,0.14092908019795727,0.3735185185185185,0.3735185185185185
Secuencial_FCFS,1,60.0,light,0,0.0,uniforme,11,127,180,42.333333333333336,0.14092908019795727,0.3735185185185185,0.3735185185185185
Secuencial_FCFS,2,60.0,off,0,0.0,uniforme,11,127,180,42.333333333333336,0.0016101738191558468,0.1867592592592592,0.2762962962962962
Secuencial_FCFS,2,60.0,light,0,0.0,uniforme,11,127,180,42.333333333333336,0.0021958534539239585,0.19591203703703702,0.2755462962962963
Secuencial_FCFS,3,60.0,off,0,0.0,uniforme,11,127,180,42.333333333333336,0.0,0.12450617283950614,0.2742592592592592
Secuencial_FCFS,3,60.0,light,0,0.0,uniforme,11,127,180,42.333333333333336,0.0,0.13102469135802466,0.2776759259259259
Batching_Size,1,60.0,off,5,0.0,uniforme,11,128,177.33112174018166,43.30881079775959,0.0,0.15000187073182358,0.15000187073182358
Batching_Size,1,60.0,off,10,0.0,uniforme,11,128,168.41713414748955,45.601060954251366,0.0,0.10371074626748139,0.10371074626748139
Batching_Size,1,60.0,light,5,0.0,uniforme,11,128,177.33112174018166,43.30881079775959,0.0,0.15000187073182358,0.15000187073182358
Batching_Size,1,60.0,light,10,0.0,uniforme,11,128,168.41713414748955,45.601060954251366,0.0,0.10371074626748139,0.10371074626748139
Batching_Size,2,60.0,off,5,0.0,uniforme,11,128,177.33112174018166,43.30881079775959,0.0,0.07500093536591179,0.15000187073182358
Batching_Size,2,60.0,off,10,0.0,uniforme,11,128,168.41713414748955,45.601060954251366,0.0,0.051855373133740695,0.10371074626748139
Batching_Size,2,60.0,light,5,0.0,uniforme,11,128,177.33112174018166,43.30881079775959,0.0,0.07500093536591179,0.15000187073182358
Batching_Size,2,60.0,light,10,0.0,uniforme,11,128,168.41713414748955,45.601060954251366,0.0,0.051855373133740695,0.10371074626748139
Batching_Size,3,60.0,off,5,0.0,uniforme,11,128,177.33112174018166,43.30881079775959,0.0,0.05000062357727453,0.15000187073182358
Batching_Size,3,60.0,off,10,0.0,uniforme,11,128,168.41713414748955,45.601060954251366,0.0,0.03457024875582713,0.10371074626748139
Batching_Size,3,60.0,light,5,0.0,uniforme,11,128,177.33112174018166,43.30881079775959,0.0,0.05000062357727453,0.15000187073182358
Batching_Size,3,60.0,light,10,0.0,uniforme,11,128,168.41713414748955,45.601060954251366,0.0,0.03457024875582713,0.10371074626748139
Batching_Time,1,60.0,off,0,1.0,uniforme,11,128,179.99179093047402,42.66861260893047,0.0,0.258900696298979,0.258900696298979
Batching_Time,1,60.0,off,0,2.0,uniforme,11,128,179.99179093047402,42.66861260893047,0.0,0.22315832549375525,0.22315832549375525
Batching_Time,1,60.0,light,0,1.0,uniforme,11,128,179.99179093047402,42.66861260893047,0.0,0.258900696298979,0.258900696298979
Batching_Time,1,60.0,light,0,2.0,uniforme,11,128,179.99179093047402,42.66861260893047,0.0,0.22315832549375525,0.22315832549375525
Batching_Time,2,60.0,off,0,1.0,uniforme,11,128,179.99179093047402,42.66861260893047,0.0,0.1294503481494895,0.258900696298979
Batching_Time,2,60.0,off,0,2.0,uniforme,11,128,179.99179093047402,42.66861260893047,0.0,0.11157916274687762,0.22315832549375525
Batching_Time,2,60.0,light,0,1.0,uniforme,11,128,179.99179093047402,42.66861260893047,0.0,0.1294503481494895,0.258900696298979
Batching_Time,2,60.0,light,0,2.0,uniforme,11,128,179.99179093047402,42.66861260893047,0.0,0.11157916274687762,0.22315832549375525
Batching_Time,3,60.0,off,0,1.0,uniforme,11,128,179.99179093047402,42.66861260893047,0.0,0.08630023209965966,0.258900696298979
Batching_Time,3,60.0,off,0,2.0,uniforme,11,128,179.99179093047402,42.66861260893047,0.0,0.07438610849791842,0.22315832549375525
Batching_Time,3,60.0,light,0,1.0,uniforme,11,128,179.99179093047402,42.66861260893047,0.0,0.08630023209965966,0.258900696298979
Batching_Time,3,60.0,light,0,2.0,uniforme,11,128,179.99179093047402,42.66861260893047,0.0,0.07438610849791842,0.22315832549375525
Secuencial_FCFS,1,60.0,off,0,0.0,concentrada,11,127,180,42.333333333333336,0.016816652784398187,0.15907407407407406,0.15907407407407406
Secuencial_FCFS,1,60.0,light,0,0.0,concentrada,11,127,180,42.333333333333336,0.016816652784398187,0.15907407407407406,0.15907407407407406
Secuencial_FCFS,2,60.0,off,0,0.0,concentrada,11,127,180,42.333333333333336,0.0,0.07953703703703704,0.13962962962962966
Secuencial_FCFS,2,60.0,light,0,0.0,concentrada,11,127,180,42.333333333333336,0.0,0.08099537037037038,0.13962962962962966
Secuencial_FCFS,3,60.0,off,0,0.0,concentrada,11,127,180,42.333333333333336,0.0,0.0530246913580247,0.13962962962962966
Secuencial_FCFS,3,60.0,light,0,0.0,concentrada,11,127,180,42.333333333333336,0.0,0.05399691358024692,0.13962962962962966
Batching_Size,1,60.0,off,5,0.0,concentrada,11,128,177.13112174018164,43.357711081766475,0.0,0.08600032102589963,0.08600032102589963
Batching_Size,1,60.0,off,10,0.0,concentrada,11,128,167.9838008141562,45.718694081083065,0.0,0.06429191355152306,0.06429191355152306
Batching_Size,1,60.0,light,5,0.0,concentrada,11,128,177.13112174018164,43.357711081766475,0.0,0.08600032102589963,0.08600032102589963
Batching_Size,1,60.0,light,10,0.0,concentrada,11,128,167.9838008141562,45.718694081083065,0.0,0.06429191355152306,0.06429191355152306
Batching_Size,2,60.0,off,5,0.0,concentrada,11,128,177.13112174018164,43.357711081766475,0.0,0.04300016051294982,0.08600032102589963
Batching_Size,2,60.0,off,10,0.0,concentrada,11,128,167.9838008141562,45.718694081083065,0.0,0.03214595677576153,0.06429191355152306
Batching_Size,2,60.0,light,5,0.0,concentrada,11,128,177.13112174018164,43.357711081766475,0.0,0.04300016051294982,0.08600032102589963
Batching_Size,2,60.0,light,10,0.0,concentrada,11,128,167.9838008141562,45.718694081083065,0.0,0.03214595677576153,0.06429191355152306
Batching_Size,3,60.0,off,5,0.0,concentrada,11,128,177.13112174018164,43.357711081766475,0.0,0.028666773675299878,0.08600032102589963
Batching_Size,3,60.0,off,10,0.0,concentrada,11,128,167.9838008141562,45.718694081083065,0.0,0.021430637850507684,0.06429191355152306
Batching_Size,3,60.0,light,5,0.0,concentrada,11,128,177.13112174018164,43.357711081766475,0.0,0.028666773675299878,0.08600032102589963
Batching_Size,3,60.0,light,10,0.0,concentrada,11,128,167.9838008141562,45.718694081083065,0.0,0.021430637850507684,0.06429191355152306
Batching_Time,1,60.0,off,0,1.0,concentrada,11,128,179.6584575971407,42.747778772660624,0.0,0.12653639376282352,0.12653639376282352
Batching_Time,1,60.0,off,0,2.0,concentrada,11,128,179.6584575971407,42.747778772660624,0.0,0.11503308523893048,0.11503308523893048
Batching_Time,1,60.0,light,0,1.0,concentrada,11,128,179.6584575971407,42.747778772660624,0.0,0.12653639376282352,0.12653639376282352
Batching_Time,1,60.0,light,0,2.0,concentrada,11,128,179.6584575971407,42.747778772660624,0.0,0.11503308523893048,0.11503308523893048
Batching_Time,2,60.0,off,0,1.0,concentrada,11,128,179.6584575971407,42.747778772660624,0.0,0.06326819688141176,0.12653639376282352
Batching_Time,2,60.0,off,0,2.0,concentrada,11,128,179.6584575971407,42.747778772660624,0.0,0.05751654261946524,0.11503308523893048
Batching_Time,2,60.0,light,0,1.0,concentrada,11,128,179.6584575971407,42.747778772660624,0.0,0.06326819688141176,0.12653639376282352
Batching_Time,2,60.0,light,0,2.0,concentrada,11,128,179.6584575971407,42.747778772660624,0.0,0.05751654261946524,0.11503308523893048
Batching_Time,3,60.0,off,0,1.0,concentrada,11,128,179.6584575971407,42.747778772660624,0.0,0.042178797920941175,0.12653639376282352
Batching_Time,3,60.0,off,0,2.0,concentrada,11,128,179.6584575971407,42.747778772660624,0.0,0.03834436174631016,0.11503308523893048
Batching_Time,3,60.0,light,0,1.0,concentrada,11,128,179.6584575971407,42.747778772660624,0.0,0.042178797920941175,0.12653639376282352
Batching_Time,3,60.0,light,0,2.0,concentrada,11,128,179.6584575971407,42.747778772660624,0.0,0.03834436174631016,0.11503308523893048
